,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER 1, Hello and welcome to Dear Hank and John. 
1,0:00:07,0:00:13,SPEAKER 2," Or, as I like to call it, Dear Maureen and Hank. "
2,0:00:13,0:00:29,SPEAKER 1," Oh, hello there.  This is a podcast where, uh, today, I, Hank Green and Maureen Johnson answer your questions  and provide dubious advice and bring you all of the latest news from both Mars and AFC  Wimbledon.  Though I don't know if Maureen has any AFC Wimbledon news, do you? "
3,0:00:29,0:00:34,SPEAKER 2, I barely know what balls are sports balls. 
4,0:00:34,0:00:39,SPEAKER 1," Oh, sports balls, you're familiar with, listen, do you, uh, have a poem for us? "
5,0:00:39,0:00:40,SPEAKER 2, I do. 
6,0:00:40,0:00:45,SPEAKER 1," Oh, that's good.  So you don't have any AFC Wimbledon news, but you will fulfill John's role of a short "
7,0:00:45,0:01:26,SPEAKER 2," poem.  I certainly will.  Okay.  Here is a short poem for you.  Blue Jean, baby, L.A., lady, seamstress for the band, pretty eyed pirate smile.  Little Mary a music man, ballerina, you must have seen her dancing in the sand.  And now she's in me, always with me, tiny dancer in my hand.  And that was, of course, part of tiny dancer written by Bernie Toppen, uh, the man who  wrote lyrics to nearly, uh, it's, it's an extraordinarily high percentage of Elton  John's songs. "
8,0:01:26,0:02:35,SPEAKER 1," Um, that was beautiful, that was beautiful, uh, uh, uh, uh, uh, poet poem, and a someone  unexpected, uh, direction to go in, much I'm excited that, uh, yes, because who knows  a bunch of short poems and is pretentious enough to talk about them on podcasts, besides  John Green.  No one.  No one.  Yeah.  Zero people.  Zero people, really.  So, uh, we have some dear Hengajan updates.  The first is that we have theme music now thanks to Gunnarola, Andrew Gunnady, who you  can see travel vlogging and making music and being awesome at youtube.com slash Gunnarola  with two ends and one R and two Ls.  And uh, second, John Green, uh, who is the John of Dear Hengajan is, uh, in the pre-release  madness of the paper town's movie release.  And he's gone.  He's, I think he's in, in Brazil right now and he will not be here.  He will not be at his house for the next month and a half and his house is where he records  podcasts.  So we are going to have a bunch of guest johns and the first guest john, as you probably  have guessed by now, is Maureen Johnson.  Can you tell us about who you are, Maureen? "
9,0:02:35,0:03:07,SPEAKER 2," Sure.  Uh, I'm Maureen Johnson.  I'm an author, like John, unlike John, I show up and do stuff.  Um, this is now, Heng, this is the third time that I've filled in for John because he  was simply too lazy or to show up sort of, no, well, don't make excuses, Hank.  He just didn't, he didn't.  Is he here?  No.  Could he be?  Well, I mean, the first two times were because someone, not even that he was having a baby,  someone else was having a baby. "
