,Start,End,Speaker,Text
0,0:00:00,0:00:07,SPEAKER 1, Hello and welcome to Dear John and Hank. 
1,0:00:07,0:00:12,SPEAKER 2," Or as I like to think of it, the actual name of the podcast, Dear Hank and John. "
2,0:00:12,0:00:33,SPEAKER 1," Sorry, Hank, I've been gone for a few weeks and I wanted to just take control of the  reins today.  It's a comedy podcast about death where two brothers offer you dubious advice, answer your  questions, and bring you all the week's news from both Mars and da da da da da da da da da da!  A. F. C. Wimbledon!  Lead one's richest side!  More to come, we're in the podcast. "
3,0:00:33,0:00:38,SPEAKER 2," There's news, John.  How are you doing today? "
4,0:00:38,0:00:51,SPEAKER 1," Well, we're in real life together, Hank.  We're in Los Angeles, California.  I'm in a great mood because the movie rights to my book, Turtles All the Way Down,  it's happening. "
5,0:00:51,0:00:52,SPEAKER 2, Someone purchased them. 
6,0:00:52,0:01:01,SPEAKER 1," Not just someone, the same people from Fox 2000 who made the fault in our stores and  picked returns movies, Elizabeth Gabor and Aaron Seminoff. "
7,0:01:01,0:01:12,SPEAKER 2, How do you find out about that?  What happens when you find out that someone got the movie rights to your book as a person  who has no thing that this will one day maybe happen to him? 
8,0:01:12,0:02:18,SPEAKER 1," No thing.  Have you been drinking?  A little bit.  Okay.  So, first you get a phone call that says that somebody's interested in the movie rights  and then in this case, like eight weeks later, after lots of conversations and talking  about how to visualize deeply internal abstract thought processes, you decide to do it.  I'm really excited, I'm so, I, it's just, I did not think that this would ever be a  movie.  I didn't think that anybody could see it as a movie, but I don't know, I was just so  moved by the way they talked about it and the way the way that they're thinking about  it and I can't, I can't wait.  I am really thrilled.  Now, not everything that gets optioned becomes a movie.  It's not guaranteed to become a movie, but it is really exciting and these, it's the  same people who made the fault in our stores and paper towns movies.  I trust them so much, the relationship that we've, we've had over the years has been so  cool.  So it's really exciting.  How are you doing?  I'm good.  It's late.  It's 9.27. "
9,0:02:18,0:02:41,SPEAKER 2," It's, it's late for me.  I'm sleepy.  I got up at 4.40 this morning.  So there, that's, that's how I'm feeling, but I'm glad that we could be in the same place  to make a podcast together and I'm glad that we could learn together a little bit about  what people are curious about in the world and also maybe about cups. "
10,0:02:41,0:02:49,SPEAKER 1," Well, you haven't been drinking.  Hank.  Yeah.  Would you like a question from our listeners? "
11,0:02:49,0:02:51,SPEAKER 2, You don't want to read my poem. 
12,0:02:51,0:02:52,SPEAKER 1, What's your poem? 
13,0:02:52,0:02:55,SPEAKER 2, My poem and I posted about the fruit flies. 
14,0:02:55,0:03:05,SPEAKER 1," You can just go ahead and read it.  People can, people can hear all your typing and it makes them think that you're not paying  attention to the pod.  I'm looking up my fruit fly poem. "
15,0:03:05,0:03:19,SPEAKER 2," A fruit fly flew through my window screen there between the window and the screen she  pupated.  Now, too large to fit back through the screen.  She wanders in the sunlight, searching alone. "
16,0:03:19,0:03:26,SPEAKER 1," That's good, Hank.  I would not pursue a career as a poet, as such, but I think that was very good. "
17,0:03:26,0:03:46,SPEAKER 2," There's also a huge problem, which is the adult fruit flies camp pupate, which is just  it's not, that's not how it works.  Well, I'm only larva pupate and then they become adults and that's the whole thing and  I feel weird that that scientifically inaccurate and also bad poem got 2,000 likes on Twitter. "
18,0:03:46,0:03:51,SPEAKER 1," 2,000 likes and people really will hit that heart button for anything these days. "
19,0:03:51,0:03:55,SPEAKER 2," Well, I'll tell you what, that is actually one of my more successful tweets recently. "
20,0:03:55,0:04:11,SPEAKER 1," You know, I've noticed that there's this whole thing on Twitter where people are taking  that great William Carlos Williams poem about the plums and turning it into lyrics from  the popular music song All Star, are you familiar with this meme?  No.  Do you know the poem in question? "
21,0:04:11,0:04:13,SPEAKER 2," No, but I do know All Star. "
22,0:04:13,0:04:46,SPEAKER 1," Okay, great.  So there's a William Carlos Williams poem.  I don't know exactly how it goes, but I'm going to give you my version of it.  This is my attempt to recite a William Carlos Williams poem.  I've had a couple drinks, but fewer than Hank.  I have taken the plums that were in the ice box and which you were probably saving for  breakfast, forgive me, they were delicious, so sweet and so cold.  And here's the version that's been making the rounds on the social media, Hank.  Okay. "
23,0:04:46,0:04:51,SPEAKER 2," Hey now, you're in ice box, get your plums on, so sweet. "
24,0:04:51,0:04:56,SPEAKER 1," That's not the best version.  Hank, that's not the best version at all. "
25,0:04:56,0:05:03,SPEAKER 2," I was on a website that was telling me these plum jokes, and now there's a video playing "
26,0:05:03,0:05:07,SPEAKER 1," this construction unfolds into a home in just hours and costs only $33,000. "
27,0:05:07,0:05:11,SPEAKER 2," And I'm like, this is not what was happening. "
28,0:05:11,0:05:22,SPEAKER 1," I was not on a whole construction website.  I was looking at plumbing.  Whoa, whoa, suddenly Hank went from like pleasant drunk to really aggressive belligerent drunk. "
29,0:05:22,0:05:24,SPEAKER 2," I just don't like it when video is auto-played, John. "
30,0:05:24,0:05:33,SPEAKER 1," You are coming way too hard about video is auto-playing.  By the way, you know where I like video is auto-playing at youtube.com slash vlog brothers. "
31,0:05:33,0:05:36,SPEAKER 2," Yeah, because it's because it's what I'm there for. "
32,0:05:36,0:05:41,SPEAKER 1, How do you how do you like a moment on Twitter? 
33,0:05:41,0:05:57,SPEAKER 2, Now I'm falling asleep and she's eating my plums and he's open the ice box and she's  taking a plum.  Now I'm looking for plums and my stomach feels sick.  Now it's all in my head.  It's so sweet and so cold now.  I don't really know how that song goes that way. 
34,0:05:57,0:06:05,SPEAKER 1, I'm gonna say that Nick for Hank's sake.  To eat that.  A little bit of cold plums in my life.  There you go. 
35,0:06:05,0:06:16,SPEAKER 2," A little bit of ice box by my side, a little bit of breakfast, what you need, a little  bit of forgiveness is what I seek, a little bit of delicious, those plums, little "
36,0:06:16,0:06:20,SPEAKER 1," little sleep plums all night long.  All right, here we go, here we go, here we go. "
37,0:06:20,0:06:21,SPEAKER 2, What do you got? 
38,0:06:21,0:06:44,SPEAKER 1," A thousand likes.  Well the plums start coming and they won't stop coming, got to hit the ice box for some  more cold plum and didn't make sense to eat, didn't make sense to eat lukewarm plums.  You got the ice box, so go chill them son.  I don't think this person's ever actually heard all star but that was close, that was close.  That was like, there's like an algorithm wrote a version of all star.  I have heard.  I have heard. "
39,0:06:44,0:06:57,SPEAKER 2," I saw like happening on Twitter, they were cold plums and people were talking about it.  As far as I got into the meme until now and I feel like I'm explaining something that  everybody already knows about. "
40,0:06:57,0:07:04,SPEAKER 1," But the great thing is that because we're recording this in the relatively distant past,  everyone will have forgotten about this meme by the time the video. "
41,0:07:04,0:07:12,SPEAKER 2," Yeah, they'll be like, oh I remember the good old days, I mean back when all those terrible  things that have happened said that hadn't happened and we joked about plums. "
42,0:07:12,0:07:56,SPEAKER 1," At least it wasn't nuclear winter.  This first question comes from Nick who writes, dear John and Hank, I've been sick lately.  My doctor told me to try gargling with saltwater to help my sore throat while I was stirring  up a mug of the stuff using an artisimate mug.  I got from dftba.com, my number one source for brand to drink where man, this guy knows  how to get his question to ask the ones you're into, John.  I started to notice that as more and more of the salt began to dissolve, the sound of my  spoon tapping against the inside of the mug became gradually higher and higher in pitch  until all the salt was dissolved and the pitch became consistent.  I was able to replicate this with another mug of saltwater later on, I haven't measured  the difference.  I don't know from what I could tell the pitch raised by nearly an octave.  Whoa, still sick, come on Nick.  Nice. "
43,0:07:56,0:08:06,SPEAKER 2," I am impressed that you can tell the pitch change, you were like, oh, that I did it in "
44,0:08:06,0:08:17,SPEAKER 1," the question asking.  No, the question asking.  I'm great.  Yeah, go.  It's because I'm a great singer.  Oh, right.  A little bit of plum life in my life.  A little bit of plum life.  A John's life.  What is it?  What's the answer? "
45,0:08:17,0:08:24,SPEAKER 2," Well, I have noticed this a number of times when I'm stirring a gatorade into a cup. "
46,0:08:24,0:08:45,SPEAKER 1," Sure.  Because you've got to stir that gatorade.  You're going to have to buy a bottle of gatorade.  I buy liquid gatorade.  You do?  Yeah, but I know that you come from a humbler background and it's a harder for you.  By a humbler background.  Yeah.  And the same home as you.  Oh, just more recently. "
47,0:08:45,0:09:11,SPEAKER 2," I don't just buy powdered gatorade for frugality.  I also get to make it the exact level of sweetness that I want, which is not the sweetness.  I mean, obviously, it's never going to be the exact preference of a person.  If it's standardized for everybody.  So I like to be able to make my gatorade to the sweetness that I want.  And there's only one way to do that two ways.  You could buy liquid gatorade and then water it down also. "
